,r,u,phi
0,-1.0,0.12538722157478333,0.030934512615203857
1,-0.9899497487437185,0.13921038806438446,0.03102574311196804
2,-0.9798994974874372,0.15288403630256653,0.031141875311732292
3,-0.9698492462311558,0.1664084643125534,0.03128349035978317
4,-0.9597989949748744,0.17978321015834808,0.03145110607147217
5,-0.949748743718593,0.19300809502601624,0.031645361334085464
6,-0.9396984924623115,0.20608331263065338,0.031866978853940964
7,-0.9296482412060302,0.2190089076757431,0.03211671859025955
8,-0.9195979899497487,0.23178409039974213,0.032395072281360626
9,-0.9095477386934674,0.24440890550613403,0.03270304948091507
10,-0.8994974874371859,0.2568832337856293,0.033040694892406464
11,-0.8894472361809045,0.26920682191848755,0.03340926766395569
12,-0.8793969849246231,0.2813792824745178,0.03380928933620453
13,-0.8693467336683417,0.29340022802352905,0.03424134850502014
14,-0.8592964824120604,0.3052693009376526,0.03470630198717117
15,-0.8492462311557789,0.31698644161224365,0.03520478680729866
16,-0.8391959798994975,0.32855111360549927,0.035737477242946625
17,-0.8291457286432161,0.3399627208709717,0.036305129528045654
18,-0.8190954773869347,0.35122060775756836,0.03690846636891365
19,-0.8090452261306533,0.3623245358467102,0.037548065185546875
20,-0.7989949748743719,0.3732743561267853,0.03822477534413338
21,-0.7889447236180904,0.38406902551651,0.038939137011766434
22,-0.778894472361809,0.3947083353996277,0.03969216346740723
23,-0.7688442211055276,0.40519148111343384,0.04048425704240799
24,-0.7587939698492463,0.4155179262161255,0.04131615161895752
25,-0.7487437185929648,0.42568710446357727,0.04218845069408417
26,-0.7386934673366834,0.43569907546043396,0.04310215264558792
27,-0.728643216080402,0.4455527663230896,0.044057659804821014
28,-0.7185929648241206,0.45524758100509644,0.045055583119392395
29,-0.7085427135678393,0.46478310227394104,0.04609653726220131
30,-0.6984924623115578,0.47415897250175476,0.04718126356601715
31,-0.6884422110552764,0.48337459564208984,0.048310354351997375
32,-0.6783919597989949,0.4924298822879791,0.049484048038721085
33,-0.6683417085427136,0.5013242363929749,0.05070328712463379
34,-0.6582914572864322,0.5100572109222412,0.05196840688586235
35,-0.6482412060301508,0.5186284780502319,0.05327972024679184
36,-0.6381909547738693,0.5270379185676575,0.05463789775967598
37,-0.6281407035175879,0.5352851152420044,0.056043270975351334
38,-0.6180904522613065,0.5433704257011414,0.057496078312397
39,-0.6080402010050251,0.5512930154800415,0.05899672210216522
40,-0.5979899497487438,0.5590532422065735,0.0605454184114933
41,-0.5879396984924623,0.5666515231132507,0.06214252486824989
42,-0.5778894472361809,0.5740869045257568,0.06378783285617828
43,-0.5678391959798995,0.5813602805137634,0.06548196077346802
44,-0.5577889447236181,0.5884716510772705,0.06722432374954224
45,-0.5477386934673367,0.5954211354255676,0.06901540607213974
46,-0.5376884422110553,0.6022098064422607,0.07085463404655457
47,-0.5276381909547738,0.6088368892669678,0.07274200767278671
48,-0.5175879396984925,0.6153036952018738,0.07467752695083618
49,-0.507537688442211,0.621610164642334,0.07666020840406418
50,-0.4974874371859297,0.6277576684951782,0.0786898285150528
