,r,u,phi
0,-1.0,0.1506025195121765,0.04832688346505165
1,-0.9899497487437185,0.15988558530807495,0.0491272434592247
2,-0.9798994974874372,0.16902169585227966,0.04998737946152687
3,-0.9698492462311558,0.17801207304000854,0.05091003328561783
4,-0.9597989949748744,0.18685874342918396,0.051897551864385605
5,-0.949748743718593,0.19556382298469543,0.052952609956264496
6,-0.9396984924623115,0.20412978529930115,0.05407837778329849
7,-0.9296482412060302,0.21255886554718018,0.055277250707149506
8,-0.9195979899497487,0.22085344791412354,0.0565526969730854
9,-0.9095477386934674,0.22901591658592224,0.05790746957063675
10,-0.8994974874371859,0.2370489239692688,0.05934467911720276
11,-0.8894472361809045,0.24495387077331543,0.060867805033922195
12,-0.8793969849246231,0.25273287296295166,0.06248008832335472
13,-0.8693467336683417,0.26038676500320435,0.06418484449386597
14,-0.8592964824120604,0.26791709661483765,0.0659857988357544
15,-0.8492462311557789,0.2753244638442993,0.06788631528615952
16,-0.8391959798994975,0.28260859847068787,0.06989028304815292
17,-0.8291457286432161,0.28976917266845703,0.07200147956609726
18,-0.8190954773869347,0.2968055009841919,0.07422365248203278
19,-0.8090452261306533,0.3037162125110626,0.07656096667051315
20,-0.7989949748743719,0.31049978733062744,0.07901749759912491
21,-0.7889447236180904,0.3171542286872864,0.08159705996513367
22,-0.778894472361809,0.3236767649650574,0.08430392295122147
23,-0.7688442211055276,0.3300653398036957,0.0871424451470375
24,-0.7587939698492463,0.3363167345523834,0.0901169627904892
25,-0.7487437185929648,0.3424285054206848,0.09323178976774216
26,-0.7386934673366834,0.34839779138565063,0.09649140387773514
27,-0.728643216080402,0.35422182083129883,0.09990003705024719
28,-0.7185929648241206,0.3598984479904175,0.10346220433712006
29,-0.7085427135678393,0.36542558670043945,0.10718261450529099
30,-0.6984924623115578,0.37080124020576477,0.11106572300195694
31,-0.6884422110552764,0.3760244846343994,0.11511547118425369
32,-0.6783919597989949,0.38109466433525085,0.11933722347021103
33,-0.6683417085427136,0.3860113024711609,0.12373466044664383
34,-0.6582914572864322,0.3907751142978668,0.12831230461597443
35,-0.6482412060301508,0.39538663625717163,0.13307467103004456
36,-0.6381909547738693,0.39984747767448425,0.13802585005760193
37,-0.6281407035175879,0.4041593074798584,0.14316989481449127
38,-0.6180904522613065,0.40832483768463135,0.14851070940494537
39,-0.6080402010050251,0.41234663128852844,0.15405228734016418
40,-0.5979899497487438,0.4162274897098541,0.15979784727096558
41,-0.5879396984924623,0.41997089982032776,0.1657511591911316
42,-0.5778894472361809,0.42357969284057617,0.1719151884317398
43,-0.5678391959798995,0.42705708742141724,0.1782933920621872
44,-0.5577889447236181,0.4304065704345703,0.1848875880241394
45,-0.5477386934673367,0.4336303472518921,0.19170084595680237
46,-0.5376884422110553,0.43673110008239746,0.19873468577861786
47,-0.5276381909547738,0.439711332321167,0.20599107444286346
48,-0.5175879396984925,0.4425721764564514,0.2134712040424347
49,-0.507537688442211,0.44531524181365967,0.22117549180984497
50,-0.4974874371859297,0.4479408264160156,0.2291049361228943
51,-0.48743718592964824,0.45044952630996704,0.2372586578130722
52,-0.4773869346733668,0.4528411626815796,0.24563656747341156
53,-0.46733668341708545,0.4551151990890503,0.25423693656921387
54,-0.457286432160804,0.45727092027664185,0.2630583941936493
55,-0.44723618090452255,0.45930778980255127,0.2720979154109955
56,-0.4371859296482412,0.4612245559692383,0.28135302662849426
57,-0.42713567839195976,0.46302103996276855,0.29081952571868896
58,-0.4170854271356784,0.4646969437599182,0.30049294233322144
59,-0.40703517587939697,0.4662524461746216,0.31036776304244995
60,-0.3969849246231155,0.4676888585090637,0.3204379379749298
61,-0.3869346733668342,0.4690074920654297,0.330696702003479
62,-0.37688442211055273,0.47021055221557617,0.34113582968711853
63,-0.3668341708542714,0.4713016748428345,0.3517467975616455
64,-0.35678391959798994,0.4722846746444702,0.36251944303512573
65,-0.3467336683417085,0.473164439201355,0.37344279885292053
66,-0.33668341708542715,0.473946213722229,0.38450485467910767
67,-0.3266331658291457,0.47463613748550415,0.39569252729415894
68,-0.31658291457286436,0.4752407670021057,0.4069909453392029
69,-0.3065326633165829,0.4757665991783142,0.4183844029903412
70,-0.29648241206030146,0.4762205481529236,0.42985501885414124
71,-0.2864321608040201,0.4766097664833069,0.44138431549072266
72,-0.27638190954773867,0.47694098949432373,0.4529512822628021
73,-0.26633165829145733,0.47722017765045166,0.4645340144634247
74,-0.2562814070351759,0.47745436429977417,0.47610822319984436
75,-0.24623115577889443,0.4776490330696106,0.4876478612422943
76,-0.2361809045226131,0.4778093695640564,0.49912524223327637
77,-0.22613065326633164,0.4779406785964966,0.5105106234550476
78,-0.2160804020100502,0.47804713249206543,0.5217723250389099
79,-0.20603015075376885,0.4781327247619629,0.5328769087791443
80,-0.1959798994974874,0.4782010316848755,0.5437893271446228
81,-0.18592964824120606,0.47825509309768677,0.5544725656509399
82,-0.1758793969849246,0.47829747200012207,0.5648884773254395
83,-0.16582914572864316,0.47833001613616943,0.574998140335083
84,-0.15577889447236182,0.4783551096916199,0.5847617387771606
85,-0.14572864321608037,0.47837400436401367,0.5941388010978699
86,-0.13567839195979903,0.4783884286880493,0.6030890941619873
87,-0.12562814070351758,0.47839903831481934,0.6115729808807373
88,-0.11557788944723613,0.4784063696861267,0.6195520162582397
89,-0.10552763819095479,0.4784119129180908,0.6269890666007996
90,-0.09547738693467334,0.4784156084060669,0.6338493824005127
91,-0.085427135678392,0.4784182906150818,0.6401005387306213
92,-0.07537688442211055,0.4784198999404907,0.6457134485244751
93,-0.0653266331658291,0.478421151638031,0.6506621837615967
94,-0.055276381909547756,0.47842180728912354,0.6549251079559326
95,-0.045226130653266305,0.47842228412628174,0.6584842205047607
96,-0.035175879396984966,0.4784223437309265,0.6613260507583618
97,-0.025125628140703515,0.4784223437309265,0.6634420156478882
98,-0.015075376884422065,0.47842252254486084,0.6648274660110474
99,-0.005025125628140725,0.4784225821495056,0.665482223033905
100,0.005025125628140614,0.4784226417541504,0.6654109954833984
101,0.015075376884422065,0.47842246294021606,0.6646217703819275
102,0.025125628140703515,0.47842228412628174,0.6631274223327637
103,0.035175879396984966,0.47842204570770264,0.6609437465667725
104,0.045226130653266416,0.47842174768447876,0.6580901145935059
105,0.055276381909547645,0.4784213900566101,0.6545887589454651
106,0.0653266331658291,0.4784204959869385,0.6504644155502319
107,0.07537688442211055,0.47841882705688477,0.6457443833351135
108,0.085427135678392,0.4784167408943176,0.6404573917388916
109,0.09547738693467345,0.47841334342956543,0.6346339583396912
110,0.1055276381909549,0.47840845584869385,0.6283054351806641
111,0.11557788944723613,0.4784018397331238,0.6215043663978577
112,0.12562814070351758,0.47839289903640747,0.6142634153366089
113,0.13567839195979903,0.4783799648284912,0.6066159009933472
114,0.14572864321608048,0.4783629775047302,0.5985946655273438
115,0.15577889447236193,0.47834062576293945,0.5902326107025146
116,0.16582914572864316,0.4783118963241577,0.5815619826316833
117,0.1758793969849246,0.4782748222351074,0.5726144313812256
118,0.18592964824120606,0.47822773456573486,0.5634210109710693
119,0.1959798994974875,0.47816866636276245,0.5540112853050232
120,0.20603015075376896,0.4780951738357544,0.5444144010543823
121,0.2160804020100502,0.4780047535896301,0.5346581935882568
122,0.22613065326633164,0.4778943657875061,0.5247689485549927
123,0.2361809045226131,0.477760910987854,0.5147722959518433
124,0.24623115577889454,0.4776008129119873,0.5046919584274292
125,0.256281407035176,0.4774104356765747,0.4945507347583771
126,0.2663316582914572,0.4771861433982849,0.4843696355819702
127,0.27638190954773867,0.4769235849380493,0.4741692841053009
128,0.2864321608040201,0.4766184687614441,0.4639677107334137
129,0.29648241206030157,0.47626709938049316,0.45378249883651733
130,0.306532663316583,0.47586458921432495,0.4436299800872803
131,0.31658291457286425,0.4754070043563843,0.43352437019348145
132,0.3266331658291457,0.47489041090011597,0.42347991466522217
133,0.33668341708542715,0.47431063652038574,0.4135083854198456
134,0.3467336683417086,0.47366398572921753,0.4036214053630829
135,0.35678391959799005,0.4729466438293457,0.393829345703125
136,0.3668341708542713,0.47215574979782104,0.38414111733436584
137,0.37688442211055273,0.4712875485420227,0.3745647966861725
138,0.3869346733668342,0.47033894062042236,0.36510801315307617
139,0.39698492462311563,0.4693072438240051,0.35577699542045593
140,0.4070351758793971,0.4681895971298218,0.34657716751098633
